en,ur,en_len,ur_len
and all mine are thine and thine are mine and i am glorified in them,اور جو کچھ میرا ہے وہ سب تیرا ہے اور جو تیرا ہے وہ میرا ہے اور ان سے میرا جلال ظاہر ہئوا ہے ۔,15,25
and now come i to thee and these things i speak in the world that they might have my joy fulfilled in themselves,لیکن اب میں تیرے پاس آتا ہوں اور یہ باتیں دنیا میں کہتا ہوں تاکہ میری خوشی انہیں پوری پوری حاصل ہو ۔,23,23
i have given them thy word and the world hath hated them because they are not of the world even as i am not of the world,میں نے تیرا کلام انہیں پہنچا دیا اور دنیا نے ان سے عداوت رکھی اس لئے کہ جس طرح میں دنیا کا نہیں وہ بھی دنیا کے نہیں ۔,27,29
i pray not that thou shouldest take them out of the world but that thou shouldest keep them from the evil,میں یہ درخواست نہیں کرتا کہ تو انہیں دنیا سے اٹھالے بلکہ یہ کہ اس شریر سے ان کی حفاظت کر ۔,21,22
they are not of the world even as i am not of the world,جس طرح میں دنیا کا نہیں وہ بھی دنیا کے نہیں ۔,14,12
sanctify them through thy truth thy word is truth,انہیں سچائی کے وسیلہ سے مقدس کر ۔ تیرا کلام سچائی ہے ۔,9,13
as thou hast sent me into the world even so have i also sent them into the world,جس طرح تونے مجھے دنیا میں بھیجا اسی طرح میں نے بھی انہیں دنیا میں بھیجا ۔,18,17
and for their sakes i sanctify myself that they also might be sanctified through the truth,اور ان کی خاطر میں اپنے آپ کو مقدس کرتا ہوں تاکہ وہ بھی سچائی کے وسیلہ سے مقدس کئے جائیں ۔,16,22
neither pray i for these alone but for them also which shall believe on me through their word,میں صرف ان ہی کے لئے درخواست نہیں کرتا بلکہ ان کے لئے بھی جو ان کے کلام کے وسیلہ سے مجھ پر ایمان لائیں گے ۔,18,27
that they all may be one as thou father art in me and i in thee that they also may be one in us that the world may believe that thou hast sent me,تاکہ سب ایک ہوں یعنی جس طرح اے باپ تو مجھ میں ہے اور میں تجھ میں ہوں وہ بھی ہم میں ہوں اور دنیا ایمان لائے کہ توہی نے مجھے بھیجا ۔,34,33
and the glory which thou gavest me i have given them that they may be one even as we are one,اور وہ جلال جو تونے مجھے دیا ہے میں نے انہیں دیا ہے تاکہ وہ ایک ہوں جیسے ہم ایک ہیں ۔,21,22
i in them and thou in me that they may be made perfect in one and that the world may know that thou hast sent me and hast loved them as thou hast loved me,میں ان میں اور تو مجھ میں تاکہ وہ کامل ہوکر ایک ہوجائیں اور دنیا جانے کہ توہی نے مجھے بھیجا اور جس طرح کہ تونے مجھ سے محبت رکھی ۔,35,31
o righteous father the world hath not known thee but i have known thee and these have known that thou hast sent me,اے عادل باپ دنیا نے تو تجھے نہیں جانا مگر میں نے تجھے جانا اور انہوں نے بھی جانا کہ تونے مجھے بھیجا ۔,23,24
and i have declared unto them thy name and will declare it that the love wherewith thou hast loved me may be in them and i in them,اور میں نے انہیں تیرے نام سے واقف کیا اور کرتا رہوں گا تاکہ جو محبت تجھ کو مجھ سے تھی وہ ان میں ہو اور میں ان میں ہوں ۔,28,31
when jesus had spoken these words he went forth with his disciples over the brook cedron where was a garden into the which he entered and his disciples,یسوع نے یہ باتیں کہہ کر اپنے شاگردوں کے ساتھ قدرون کے نالے کے پار گیا ۔ وہاں ایک باغ تھا ۔ اس میں وہ اور اس کے شاگرد داخل ہوئے ۔,28,32
and judas also which betrayed him knew the place for jesus ofttimes resorted thither with his disciples,اور اس کا پکڑوانے والا یہوداہ بھی اس جگہ کو جانتا تھا کیونکہ یسوع اکثر اپنے شاگردوں کے ساتھ وہاں جایا کرتا تھا ۔,17,24
judas then having received a band of men and officers from the chief priests and pharisees cometh thither with lanterns and torches and weapons,پس یہوداہ سپاہیوں کی پلٹن اور سردار کاہنوں اور فریسیوں سے پیادے لے کر مشعلوں اور چراغوں اور ہتھیاروں کے ساتھ وہاں آیا ۔,24,24
jesus therefore knowing all things that should come upon him went forth and said unto them whom seek ye,یسوع ان سب باتوں کو جو اس کے ساتھ ہونے والی تھیں جان کر باہر نکلا اور ان سے کہنے لگا کہ کسے ڈھونڈتے ہو ۔,19,26
they answered him jesus of nazareth jesus saith unto them i am he and judas also which betrayed him stood with them,انہوں نے اسے جواب دیا یسوع ناصری ۔ یسوع نے ان سے کہا میں ہی ہوں اور اس کا پکڑوانے والا یہوداہ بھی ان کے ساتھ کھڑا تھا ۔,22,29
as soon then as he had said unto them i am he they went backward and fell to the ground,اس کے یہ کہتے ہی کہ میں ہی ہوں وہ پیچھے ہٹ کر زمین پرگر پڑے ۔,20,17
then asked he them again whom seek ye and they said jesus of nazareth,پس اس نے ان سے پھر پوچھا کہ تم کسے ڈھونڈتے ہو انہوں نے کہا یسوع ناصری کو ۔,14,19
jesus answered i have told you that i am he if therefore ye seek me let these go their way,یسوع نے جواب دیا کہ میں تم سے کہہ تو چکا کہ میں ہی ہوں ۔ پس اگر مجھے ڈھونڈتے ہوتو انہیں جانے دو ۔,20,25
that the saying might be fulfilled which he spake of them which thou gavest me have i lost none,یہ اس نے اس لئے کہا کہ اس کا وہ قول پورا ہوکہ جنہیں تونے مجھے دیا میں نے ان میں سے کسی کو بھی نہ کھویا ۔,19,28
then simon peter having a sword drew it and smote the high priest s servant and cut off his right ear the servant s name was malchus,پس شمعون پطرس نے تلوار جو اس کے پاس تھی کھینچی اور سردار کاہن کے نوکر پر چلاکر اس کا دہنا کان اڑادیا ۔ اس نوکر کا نام ملخس تھا ۔,27,31
then said jesus unto peter put up thy sword into the sheath the cup which my father hath given me shall i not drink it,یسوع نے پطرس سے کہا تلوار کو میان میں رکھ ۔ جو پیالہ باپ نے مجھ کو دیا کیا میں اسے نہ پیوں ۔,25,24
then the band and the captain and officers of the jews took jesus and bound him,تب سپاہیوں نے ان کے صوبہ دار اور یہودیوں کے پیادوں نے یسوع کو پکڑ کر باندھ لیا ۔,16,19
and led him away to annas first for he was father in law to caiaphas which was the high priest that same year,اور پہلے اسے حنا کے پاس لے گئے کیونکہ وہ برس کے سردار کاہن کائفا کا سسر تھا ۔,23,19
now caiaphas was he which gave counsel to the jews that it was expedient that one man should die for the people,یہ وہی کائفا تھا جس نے یہودیوں کو صلاح دی تھی کہ امت کے واسطے ایک آدمی کا مرنا بہتر ہے ۔,22,22
and simon peter followed jesus and so did another disciple that disciple was known unto the high priest and went in with jesus into the palace of the high priest,اور شمعون پطرس یسوع کے پیچھے ہولیا اور ایک اور شاگرد بھی ۔ یہ شاگرد سردار کاہن کا جان پہچان تھا اور یسوع کے ساتھ سردار کاہن کے دیوان خانہ میں گیا ۔,30,33
but peter stood at the door without then went out that other disciple which was known unto the high priest and spake unto her that kept the door and brought in peter,لیکن پطرس دروازہ پر باہر کھڑا رہا ۔ پس وہ دوسرا شاگرد جو سردار کاہن کا جان پہچان تھا باہر نکلا اور دربان عورت سے کہہ کر پطرس کو اندر لے گیا ۔,32,33
then saith the damsel that kept the door unto peter art not thou also one of this man s disciples he saith i am not,اس نے لونڈی نے جو دربان تھی پطرس سے کہا کیا تو بھی اس شخص کے شاگردوں میں سے ہے اس نے کہا میں نہیں ہوں ۔,25,27
and the servants and officers stood there who had made a fire of coals for it was cold and they warmed themselves and peter stood with them and warmed himself,نوکر اور پیادے جاڑے کے سبب سے کوئلے دہکا کر کھڑے تاپ رہے تھے اور پطرس بھی ان کے ساتھ کھڑا تاپ رہا تھا ۔,30,25
the high priest then asked jesus of his disciples and of his doctrine,پھر سردار کاہن نے یسوع سے اس کے شاگردوں اور اس کی تعلیم کی بابت پوچھا ۔,13,17
jesus answered him i spake openly to the world i ever taught in the synagogue and in the temple whither the jews always resort and in secret have i said nothing,یسوع نے اسے جواب دیا کہ میں نے دنیا سے علانیہ باتیں کی ہیں ۔ میں نے ہمیشہ عبادت خانوں اور ہیکل میں جہاں سب یہودی جمع ہوتے ہیں تعلیم دی اور پوشیدہ کچھ نہیں کہا ۔,31,37
why askest thou me ask them which heard me what i have said unto them behold they know what i said,تو مجھ سے کیوں پوچھتا ہے سننے والوں سے پوچھ میں نے ان سے کیا کہا ۔ دیکھ ان کو معلوم ہے کہ میں کیا کیا کہا ۔,21,28
and when he had thus spoken one of the officers which stood by struck jesus with the palm of his hand saying answerest thou the high priest so,جب اس نے یہ کہا تو پیادوں میں سے ایک شخص نے جو پاس کھٹرا تھا یسوع کے طمانچہ مار کر کہا تو سردار کاہن کو ایسا جواب دیتا ہے ۔,28,31
jesus answered him if i have spoken evil bear witness of the evil but if well why smitest thou me,یسوع نے اسے جواب دیا کہ اگر میں نے برا کہا تو اس برائی پر گواہی دے اور اگر اچھا کہا تو مجھے مارتا کیوں ہے ۔,20,27
now annas had sent him bound unto caiaphas the high priest,پس حنا نے اسے بندھا ہوا سردار کاہن کائفا کے پاس بھیجدیا ۔,11,13
and simon peter stood and warmed himself they said therefore unto him art not thou also one of his disciples he denied it and said i am not,شمعون پطرس کھٹرا تاپ رہا تھا ۔ پس انہوں نے اس سے کہا کیا تو بھی اس کے شاگردوں میں سے ہے اس نے انکار کرکے کہا میں نہیں ہوں ۔,28,31
one of the servants of the high priest being his kinsman whose ear peter cut off saith did not i see thee in the garden with him,جس شخص کا پطرس نے کان اڑا دیا تھا اس کے ایک رشتہ دار نے جو سردار کاہن کا نو کر تھا کہا کیا میں نے تجھے اس کے ساتھ باغ میں نہیں دیکھا ۔,27,35
peter then denied again and immediately the cock crew,پطرس نے پھر انکار کیا اور فورا مرغ نے بانگ دی ۔,9,12
then led they jesus from caiaphas unto the hall of judgment and it was early and they themselves went not into the judgment hall lest they should be defiled but that they might eat the passover,پھر وہ یسوع کو کائفا کے پاس سے قلعہ کو لے گئے اور صبح کا وقت تھا اور وہ خود قلعہ میں نہ گئے تاکہ نا پاک نہ ہوں بلکہ فسح کھا سکیں ۔,36,34
pilate then went out unto them and said what accusation bring ye against this man,پس پیلاطس نے ان کے پاس باہر آکر کہا تم اس آدمی پر کیا الزام لگاتے ہو ۔,15,18
they answered and said unto him if he were not a malefactor we would not have delivered him up unto thee,انہوں نے جواب میں اس سے کہا کہ اگر یہ بدکار نہ ہوتا تو ہم اسے تیرے حوالہ نہ کرتے ۔,21,21
then said pilate unto them take ye him and judge him according to your law the jews therefore said unto him it is not lawful for us to put any man to death,پیلاطس نے ان سے کہا اسے لے جاکر تم ہی اپنی شریعت کے موافق اس کا فیصلہ کرو ۔ یہودیوں نے اس سے کہا ہمیں روا نہیں کہ کسی کو جان سے ماریں ۔,33,34
that the saying of jesus might be fulfilled which he spake signifying what death he should die,یہ اسلئے ہوا کہ یسوع کی وہ بات پوری ہو جو اس نے اپنی موت کے طریق کی طرف اشارہ کر کے کہی تھی ۔,17,25
then pilate entered into the judgment hall again and called jesus and said unto him art thou the king of the jews,پس پیلاطس قلعہ میں پھر داخل ہوا اور یسوع کو بلا کر اس سے کہا کیا تو یہودیوں کا بادشاہ ہے ۔,22,22
jesus answered him sayest thou this thing of thyself or did others tell it thee of me,یسوع نے جواب دیا کہ تو یہ بات آپ ہی کہتا ہے یا اوروں نے میرے حق میں تجھ سے کہی ۔,17,22
pilate answered am i a jew thine own nation and the chief priests have delivered thee unto me what hast thou done,پیلاطس نے جواب دیا کیا میں یہودی ہوں تیری ہی قوم اور سردار کاہنوں نے تجھ کو میرے حوالہ کیا ۔ تو نے کیا کیا ہے ۔,22,27
pilate saith unto him what is truth and when he had said this he went out again unto the jews and saith unto them i find in him no fault at all,پیلاطس نے اس سے کہا حق کیا ہے یہ کہہ کر وہ یہودیوں کے پاس پھر باہر گیا اور ان سے کہا کہ میں اس کا کچھ جرم نہیں پاتا ۔,32,31
but ye have a custom that i should release unto you one at the passover will ye therefore that i release unto you the king of the jews,مگر تمہارا دستور ہے کہ میں فسح پر تمہاری خاطر ایک آدمی چھوڑ دیا کرتا ہوں ۔ پس کیا تم کو منظور ہے کہ میں تمہاری خاطر یہودیوں کے بادشاہ کو چھوڑدوں ۔,28,33
then cried they all again saying not this man but barabbas now barabbas was a robber,انہوں نے چلاکر پھر کہا کہ اس کو نہیں لیکن برابا کو ۔ اور برابا ایک ڈاکو تھا ۔,16,19
then pilate therefore took jesus and scourged him,اس پر پیلاطس نے یسوع کو لے کر کوڑے لگوائے ۔,8,11
and the soldiers platted a crown of thorns and put it on his head and they put on him a purple robe,اور سپاہیوں نے کانٹوں کا تاج بناکر اس کے سر پر رکھا اور اسے ارغوانی پوشاک پہنائی ۔,22,18
and said hail king of the jews and they smote him with their hands,اور اس کے پاس آکر کہنے لگے اے یہودیوں کے بادشاہ آداب اور اس کے طمانچے بھی مارے ۔,14,19
pilate therefore went forth again and saith unto them behold i bring him forth to you that ye may know that i find no fault in him,پیلاطس نے پھر باہر جاکر لوگوں سے کہا کہ دیکھو میں اسے تمہارے پاس باہر لے آتا ہوں تاکہ تم جانو کہ میں اس کا کچھ جرم نہیں پاتا ۔,27,30
then came jesus forth wearing the crown of thorns and the purple robe and pilate saith unto them behold the man,یسوع کانٹوں کا تاج رکھے اور اغوانی پوشاک پہنے باہر آیا اور پیلاطس نے ان سے کہا دیکھو یہ آدمی ۔,21,21
when the chief priests therefore and officers saw him they cried out saying crucify him crucify him pilate saith unto them take ye him and crucify him for i find no fault in him,جب سردار کاہن اور پیادوں نے اسے دیکھا تو چلاکر کہا مصلوب کر مصلوب پیلاطس نے کہا تم ہی اسے لیجاواور مصلوب کرو کیونکہ میں اس کا کچھ جرم نہیں پاتا ۔,34,32
the jews answered him we have a law and by our law he ought to die because he made himself the son of god,یہودیوں نے اسے جواب دیا کہ ہم اہل شریعت کے موافق وہ قتل کے لائق ہے کیونکہ اس نے اپنے آپ کو خدا کا بیٹا بنایا ۔,24,27
when pilate therefore heard that saying he was the more afraid,جب پیلاطس نے یہ بات سنی تو اور بھی ڈرا ۔,11,11
and went again into the judgment hall and saith unto jesus whence art thou but jesus gave him no answer,اور پھر قلعہ میں جاکر یسوع سے کہا تو کہاں کا ہے مگر یسوع نے اسے جواب دیا ۔,20,19
then saith pilate unto him speakest thou not unto me knowest thou not that i have power to crucify thee and have power to release thee,پس پیلاطس نے اس سے کہا تو مجھ سے بولتا نہیں کیا تو نہیں جانتا کہ مجھے تجھ کو چھوڑدینے کا بھی اختیار ہے اور مصلوب کرنے کا بھی اختیار ہے ۔,26,32
jesus answered thou couldest have no power at all against me except it were given thee from above therefore he that delivered me unto thee hath the greater sin,یسوع نے اسے جواب دیا کہ اگر تجھے اوپر سے نہ دیا جاتا تو تیرا مجھ پر کچھ اختیار نہ ہوتا ۔ اس سبب سے جس نے مجھے تیرے حوالہ کیا اس کا گناہ زیادہ ہے ۔,29,37
when pilate therefore heard that saying he brought jesus forth and sat down in the judgment seat in a place that is called the pavement but in the hebrew gabbatha,پیلاطس یہ باتیں سنکر یسوع کو باہر لایا اور اس جگہ جو چبوترہ اور عبرانی میں گتبتا کہلاتی ہے تخت عدالت پر بیٹھا ۔,30,24
and it was the preparation of the passover and about the sixth hour and he saith unto the jews behold your king,یہ فسع کی تیاری کا دن اور چھٹے گھنٹے کے قریب تھا ۔ پھر اس نے یہودیوں سے کہا دیکھو یہ ہے تمہارا بادشاہ ۔,22,25
but they cried out away with him away with him crucify him pilate saith unto them shall i crucify your king the chief priests answered we have no king but caesar,پس وہ چلائے کہ لیجا لیجا اسےمصلوب کر پیلاطس نے ان سے کہا کیا میں تمہارے بادشاہ کو مصلوب کروں سردار کاہنوں نے جواب دیا کہ قیصر کے سوا ہمارا کوئی بادشاہ نہیں ۔,31,34
then delivered he him therefore unto them to be crucified and they took jesus and led him away,اس پر اس نے اس کو ان کے حوالہ کیا کہ مصلوب کیا جائے ۔ پس وہ یسوع کو لے گئے ۔,18,22
and he bearing his cross went forth into a place called the place of a skull which is called in the hebrew golgotha,اور وہ اپنی صلیب آپ اٹھائے ہوئے اس جگہ تک باہر گیا جو کھوپڑی کی جگہ کہلاتی ہے ۔ جس کا ترجمہ عبرانی میں گلگتا ہے ۔,23,27
where they crucified him and two other with him on either side one and jesus in the midst,وہاں انہوں نے اس کو اور اس کے ساتھ اور دو شخصوں کو مصلوب کیا ۔ ایک کو ادھر ایک کو ادھر اور یسوع کو بیچ میں ۔,18,28
and pilate wrote a title and put it on the cross and the writing was jesus of nazareth the king of the jews,اور پیلاطس نے ایک کتابہ لکھ کر صلیب پر لگادیا ۔ اس میں لکھا تھا یسوع ناصری یہودیوں کا بادشاہ ۔,23,21
this title then read many of the jews for the place where jesus was crucified was nigh to the city and it was written in hebrew and greek and latin,اس کتابہ کو بہت سے یہودیوں نے پڑھا ۔ اسلئے کہ وہ مقام جہاں یسوع مصلوب ہئوا شہر کے نزدیک تھا اور وہ عبرانی ۔ لتینی اور یونانی میں لکھا ہئوا تھا ۔,30,33
then said the chief priests of the jews to pilate write not the king of the jews but that he said i am king of the jews,پس یہودیوں کے سردار کاہنوں نے پیلاطس سے کہا کہ یہودیوں کا بادشاہ نہ لکھ بلکہ یہ کہ اس نے کہا میں یہودیوں کا بادشاہ ہوں ۔,27,27
pilate answered what i have written i have written,پیلاطس نے جواب دیا کہ میں نے جو لکھ دیا وہ لکھ دیا ۔,9,14
then the soldiers when they had crucified jesus took his garments and made four parts to every soldier a part and also his coat now the coat was without seam woven from the top throughout,جب سپاہی یسوع کو مصلوب کرچکے تو اس کے کپڑے لے کر چار حصے کئے ۔ ہر سپاہی کے لئے ایک حصہ اور اس کا کرتہ بھی لیا ۔ یہ کرتہ بن سلا سراسر بنا ہئوا تھا ۔,35,38
now there stood by the cross of jesus his mother and his mother s sister mary the wife of cleophas and mary magdalene,اور یسوع کی صلیب کے پاس اس کی ماں اور اس کی ماں کی بہن مریم کلوپاس کی بیوی اور مریم مگدلینی کھڑی تھیں ۔,23,25
when jesus therefore saw his mother and the disciple standing by whom he loved he saith unto his mother woman behold thy son,یسوع نے اپنی ماں اور اس شاگرد کو جس سے محبت رکھتا تھا پاس کھڑے دیکھ کر ماں سے کہا کہ اے عورت دیکھ تیرا بیٹا یہ ہے ۔,23,29
then saith he to the disciple behold thy mother and from that hour that disciple took her unto his own home,پھر شاگرد سے کہا دیکھ تیری ماں یہ ہے اور اسی وقت سے وہ شاگرد اسے اپنے گھر لے گیا ۔,21,21
after this jesus knowing that all things were now accomplished that the scripture might be fulfilled saith i thirst,اس کے بعد یسوع نے جان لیا کہ اب سب باتیں تمام ہوئیں تاکہ نوشتہ پورا ہوتو کہا کہ میں پیاسا ہوں ۔,19,23
now there was set a vessel full of vinegar and they filled a spunge with vinegar and put it upon hyssop and put it to his mouth,وہاں سرکہ سے بھرا ہئوا ایک برتن رکھا تھا ۔ پس انہوں نے سرکہ میں بھگوئے ہوئے سپنچ کو زوفے کی شاخ پر رکھ کر اس کے منہ سے لگایا ۔,27,31
when jesus therefore had received the vinegar he said it is finished and he bowed his head and gave up the ghost,پس وہ سرکہ یسوع نے پیا تو کہا کہ تمام ہئوا اور سر جھکا کر جان دے دی ۔,22,19
then came the soldiers and brake the legs of the first and of the other which was crucified with him,پس سپاہیوں نے آکر پہلے اور دوسرے شخص کی ٹانگیں توڑیں جو اس کے ساتھ مصلوب ہوئے تھے ۔,20,19
but when they came to jesus and saw that he was dead already they brake not his legs,لیکن جب انہوں نے یسوع کے پاس آکر دیکھا کہ وہ مرچکا ہے تو اس کی ٹانگیں نہ توڑیں ۔,18,20
but one of the soldiers with a spear pierced his side and forthwith came there out blood and water,مگر ان میں سے ایک سپاہی نے بھالے سے اس کی پسلی چھیدی اور فی الفور اس سے خون اور پانی بہ نکلا ۔,19,24
and he that saw it bare record and his record is true and he knoweth that he saith true that ye might believe,جس نے یہ دیکھا ہے اور اسی نے گواہی دی ہے اور اس کی گواہی سچی ہے اور وہ جانتا ہے کہ سچ کہتا ہے تاکہ تم بھی ایمان لاو ۔,23,31
for these things were done that the scripture should be fulfilled a bone of him shall not be broken,یہ باتیں اس لئے ہوئیں کہ نوشتہ پورا ہوکہ اس کی کوئی ہڈی نہ توڑی جائیگی ۔,19,17
and again another scripture saith they shall look on him whom they pierced,پھر ایک اور نوشتہ کہتا ہے کہ جسے انہوں نے چھیدا اس پر نظر کریں گے ۔,13,17
and there came also nicodemus which at the first came to jesus by night and brought a mixture of myrrh and aloes about an hundred pound weight,اور نیکدیمس بھی آیا ۔ جو پہلے یسوع کے پاس رات کو گیا تھا اور پچاس سیر کے قریب مرا اور عود ملا ہئوا لایا ۔,27,26
then took they the body of jesus and wound it in linen clothes with the spices as the manner of the jews is to bury,پس انہوں نے یسوع کی لاش لے کر اسے سوتی کپڑے میں خوشبودار چیزوں کے ساتھ کفنایا جس طرح کہ یہودیوں میں دفن کرنے کا دستور ہے ۔,25,28
now in the place where he was crucified there was a garden and in the garden a new sepulchre wherein was never man yet laid,اور جس جگہ وہ مصلوب ہئوا وہاں ایک باغ تھا اور اس باغ میں ایک نئی قبر تھی جس میں کبھی کوئی نہ رکھا گیا تھا ۔,25,27
there laid they jesus therefore because of the jews preparation day for the sepulchre was nigh at hand,پس انہوں نے یہودیوں کی تیاری کے دن کے باعث یسوع کو وہیں رکھ دیا کیونکہ یہ قبر نزدیک تھی ۔,18,21
the first day of the week cometh mary magdalene early when it was yet dark unto the sepulchre and seeth the stone taken away from the sepulchre,ہفتہ کے پہلے دن مریم مگدلینی ایسے تڑکے کہ ابھی اندھیرا ہی تھا قبر پر آئی اور پتھر کو قبر سے ہٹا ہئوا دیکھا ۔ پر آئی اور پتھر کو قبر سے,27,32
peter therefore went forth and that other disciple and came to the sepulchre,پس پطرس اور وہ دوسرا شاگرد نکل کر قبر کی طرف چلے ۔,13,13
so they ran both together and the other disciple did outrun peter and came first to the sepulchre,اور دونوں ساتھ ساتھ دوڑے مگر وہ دوسرا شاگرد پطرس سے آگے بڑھ کر قبر پر پہلے پہنچا ۔,18,19
and he stooping down and looking in saw the linen clothes lying yet went he not in,اس نے جھک کر نظر کی اور سوتی کپڑے پڑے ہوے دیکھے مگر اندر نہ گیا ۔,17,17
then cometh simon peter following him and went into the sepulchre and seeth the linen clothes lie,شمعون پطرس اس کے پیچھے پیچھے پہنچا اور اس نے قبر کے اندر جاکر دیکھا کہ سوتی کپڑے پڑے ہیں ۔,17,21
and the napkin that was about his head not lying with the linen clothes but wrapped together in a place by itself,اور وہ رومال جو اس کے سر سے بندھا ہئوا تھا سوتی کپڑوں کے ساتھ نہیں بلکہ لپٹا ہئوا ایک جگہ الگ پڑا ہے ۔,22,25
then went in also that other disciple which came first to the sepulchre and he saw and believed,اس پر دوسرا شاگرد بھی جو پہلے قبر پر آیا تھا اندر گیا اور اس نے دیکھ کر یقین کیا ۔,18,21
for as yet they knew not the scripture that he must rise again from the dead,کیونکہ وہ اب تک اس نوشتہ کو نہ جانتے تھے جس کے مطابق اس کا مردوں میں سے جی اٹھنا ضرور تھا ۔,16,23
then the disciples went away again unto their own home,پس یہ شاگرد اپنے گھر کو واپس گئے ۔,10,9
but mary stood without at the sepulchre weeping and as she wept she stooped down and looked into the sepulchre,لیکن مریم باہر قبر کے پاس کھڑی روتی رہی اور جب روتے روتے قبر کی طرف جھک کر اندر نظر کی ۔,20,22
and seeth two angels in white sitting the one at the head and the other at the feet where the body of jesus had lain,تو دو فرشتوں کو سفید پوشاک پہنے ہوئے ایک کو سرہانے اور دوسرے کو پینتا نے بیٹھے دیکھا جہاں یسوع کی لاش پڑی تھی ۔,25,25
and they say unto her woman why weepest thou she saith unto them because they have taken away my lord and i know not where they have laid him,انہوں نے اس سے کہا اے عورت تو کیوں روتی ہے اس نے ان سے کہا اس لئے کہ میرے خداوند کو اٹھالے گئے ہیں اور معلوم نہیں کہ اسے کہاں رکھا ہے ۔,29,34
and when she had thus said she turned herself back and saw jesus standing and knew not that it was jesus,یہ کہہ کر وہ پیچھے پھری اور یسوع کو کھڑے دیکھا اور نہ پہچانا کہ یہ یسوع ہے ۔,21,19
jesus saith unto her mary she turned herself and saith unto him rabboni which is to say master,یسوع نے اس سے کہا مریم اس نے مڑ کر اس سے عبرانی زبان میں کہا ربونی یعنی اے استاد ۔,18,21
mary magdalene came and told the disciples that she had seen the lord and that he had spoken these things unto her,مریم مگدلینی نے آکر شاگردوں کو خبردی میں نے خداوند کو دیکھا اور اس نے مجھ سے یہ باتیں کہیں ۔,22,21
and when he had so said he shewed unto them his hands and his side then were the disciples glad when they saw the lord,اور یہ کہہ کر اس نے اپنے ہاتھوں اور پسلی کو انہیں دکھایا ۔ پس شاگرد خداوند کو دیکھ کر خوش ہوئے ۔,25,23
then said jesus to them again peace be unto you as my father hath sent me even so send i you,یسوع نے پھر ان سے کہا تمہاری سلامتی ہو جس طرح باپ نے مجھے بھیجا ہے اسی طرح میں بھی تمہیں بھیجتا ہوں ۔,21,24
and when he had said this he breathed on them and saith unto them receive ye the holy ghost,اور یہ کہہ کر ان پر پھونکا اور ان سے کہا روح القدس لو ۔,19,15
whose soever sins ye remit they are remitted unto them and whose soever sins ye retain they are retained,جنکے گناہ تم بخشو ان کے بجشے گئے ہیں ۔ جنکے گناہ تم قائم رکھو ان کے قائم رکھے گئے ہیں ۔,19,22
but thomas one of the twelve called didymus was not with them when jesus came,مگر ان بارہ میں سے ایک شخص یعنی توما جسے توام کہتے ہیں یسوع کے آنے کے وقت ان کے ساتھ نہ تھا ۔,15,24
and after eight days again his disciples were within and thomas with them then came jesus the doors being shut and stood in the midst and said peace be unto you,آٹھ روز کے بعد جب اس کے شاگرد پھر اندر تھے اور توما ان کے ساتھ تھا اور دروازے بند تھے یسوع نے آکر اور بیچ میں کھڑا ہوکر کہا تمہاری سلامتی ہو ۔,31,34
then saith he to thomas reach hither thy finger and behold my hands and reach hither thy hand and thrust it into my side and be not faithless but believing,پھر اس نے توما سے کہا اپنی انگلی پاس لاکر میرے ہاتھوں کو دیکھ اور اپنا ہاتھ پاس لاکر میری پسلی میں ڈال اور بے اعتقاد نہ ہو بلکہ اعتقاد رکھ ۔,30,32
and thomas answered and said unto him my lord and my god,توما نے جواب میں اس سے کہا اے میرے خداوند اے میرے خدا ۔,12,14
jesus saith unto him thomas because thou hast seen me thou hast believed blessed are they that have not seen and yet have believed,یسوع نے اس سے کہا تو تو مجھے دیکھ کر ایمان لایا ہے ۔ مبارک وہ ہیں جو بغیر دیکھے ایمان لائے ۔,24,23
and many other signs truly did jesus in the presence of his disciples which are not written in this book,اور یسوع نے اور بہت سے معجزے شاگردوں کے سامنے دکھائے جو اس کتاب میں لکھے نہیں گئے ۔,20,19
but these are written that ye might believe that jesus is the christ the son of god and that believing ye might have life through his name,لیکن یہ اس لئے لکھے گئے کہ تم ایمان لاو کہ یسوع ہی خدا کا بیٹا مسیح ہے اور ایمان لاکر اس کے نام سے زندگی پاو ۔,27,28
after these things jesus shewed himself again to the disciples at the sea of tiberias and on this wise shewed he himself,ان باتوں کے بعد یسوع نے پھر اپنے آپ کو تبریاس کی جھیل کے کنارے شاگردوں پر ظاہر کیا اور اس طرح ظاہر کیا ۔,22,25
there were together simon peter and thomas called didymus and nathanael of cana in galilee and the sons of zebedee and two other of his disciples,شمعون پطرس اور توما جو توام کہلاتا ہے اور نتن ایل جو قانای گیل کا تھا اور زبدی کے بیٹے اور اس کے شاگردوں میں سے دو اور شخص جمع تھے ۔,26,32
simon peter saith unto them i go a fishing they say unto him we also go with thee they went forth and entered into a ship immediately and that night they caught nothing,شمعون پطرس نے ان سے کہا میں مچھلی کے شکار کو جاتا ہوں ۔ انہوں نے اس سے کہا ہم بھی تیرے ساتھ چلتے ہیں ۔ وہ نکل کر کشتی پر سوار ہوئے مگر اس رات کچھ نہ پکڑا ۔,33,40
but when the morning was now come jesus stood on the shore but the disciples knew not that it was jesus,اور صبح ہوتے ہی یسوع کنارے پر آکھڑا ہوا مگر شاگردوں نے نہ پہچانا کہ یہ یسوع ہے ۔,21,19
